date,sku_id,category,price,promotion,holiday,demand
2024-11-11,SKU_9,Electronics,54.74,1,0,114
2024-11-12,SKU_9,Electronics,27.44,0,0,100
2024-11-13,SKU_9,Electronics,14.62,0,0,95
2024-11-14,SKU_9,Electronics,67.79,0,0,78
2024-11-15,SKU_9,Electronics,58.03,0,0,94
2024-11-16,SKU_9,Electronics,81.74,0,0,89
2024-11-17,SKU_9,Electronics,88.09,0,0,76
2024-11-18,SKU_9,Electronics,80.47,0,0,85
2024-11-19,SKU_9,Electronics,29.86,0,0,104
2024-11-20,SKU_9,Electronics,31.66,0,0,100
2024-11-21,SKU_9,Electronics,77.92,0,0,79
2024-11-22,SKU_9,Electronics,80.64,0,0,82
2024-11-23,SKU_9,Electronics,68.64,0,0,99
2024-11-24,SKU_9,Electronics,30.53,0,0,106
2024-11-25,SKU_9,Electronics,76.42,1,0,103
2024-11-26,SKU_9,Electronics,84.45,0,0,76
2024-11-27,SKU_9,Electronics,20.63,0,0,103
2024-11-28,SKU_9,Electronics,85.29,0,0,74
2024-11-29,SKU_9,Electronics,94.4,0,0,71
2024-11-30,SKU_9,Electronics,64.5,0,0,96
2024-12-01,SKU_9,Electronics,82.72,0,0,82
2024-12-02,SKU_9,Electronics,85.03,0,0,85
2024-12-03,SKU_9,Electronics,49.61,0,0,88
2024-12-04,SKU_9,Electronics,16.33,0,0,100
2024-12-05,SKU_9,Electronics,85.55,0,0,82
2024-12-06,SKU_9,Electronics,57.0,0,0,89
2024-12-07,SKU_9,Electronics,51.78,0,0,95
2024-12-08,SKU_9,Electronics,46.43,0,0,103
2024-12-09,SKU_9,Electronics,80.82,1,0,112
2024-12-10,SKU_9,Electronics,33.79,0,0,100
2024-12-11,SKU_9,Electronics,30.72,0,0,94
2024-12-12,SKU_9,Electronics,67.59,1,0,106
2024-12-13,SKU_9,Electronics,90.44,0,0,75
2024-12-14,SKU_9,Electronics,47.85,0,0,103
2024-12-15,SKU_9,Electronics,56.66,0,0,101
2024-12-16,SKU_9,Electronics,39.34,1,0,121
2024-12-17,SKU_9,Electronics,86.91,0,0,75
2024-12-18,SKU_9,Electronics,85.93,0,0,84
2024-12-19,SKU_9,Electronics,64.86,0,0,79
2024-12-20,SKU_9,Electronics,43.19,0,0,93
2024-12-21,SKU_9,Electronics,39.12,0,0,96
2024-12-22,SKU_9,Electronics,35.1,0,0,104
2024-12-23,SKU_9,Electronics,80.35,0,0,84
2024-12-24,SKU_9,Electronics,21.57,0,0,99
2024-12-25,SKU_9,Electronics,44.4,0,1,133
2024-12-26,SKU_9,Electronics,31.96,0,0,93
2024-12-27,SKU_9,Electronics,63.6,0,0,84
2024-12-28,SKU_9,Electronics,29.66,0,0,113
2024-12-29,SKU_9,Electronics,82.12,0,0,94
2024-12-30,SKU_9,Electronics,78.23,0,0,82
2024-12-31,SKU_9,Electronics,98.31,1,0,98
2025-01-01,SKU_9,Electronics,49.73,0,1,101
2025-01-02,SKU_9,Electronics,95.21,0,0,63
2025-01-03,SKU_9,Electronics,35.46,0,0,68
2025-01-04,SKU_9,Electronics,93.7,0,0,63
2025-01-05,SKU_9,Electronics,51.43,0,0,79
2025-01-06,SKU_9,Electronics,98.51,0,0,62
2025-01-07,SKU_9,Electronics,39.14,0,0,73
2025-01-08,SKU_9,Electronics,20.04,0,0,80
2025-01-09,SKU_9,Electronics,81.1,0,0,52
2025-01-10,SKU_9,Electronics,62.35,0,0,58
2025-01-11,SKU_9,Electronics,37.75,0,0,86
2025-01-12,SKU_9,Electronics,36.56,0,0,91
2025-01-13,SKU_9,Electronics,66.04,0,0,66
2025-01-14,SKU_9,Electronics,92.8,0,0,58
2025-01-15,SKU_9,Electronics,40.84,0,0,69
2025-01-16,SKU_9,Electronics,85.5,0,0,59
2025-01-17,SKU_9,Electronics,76.31,0,0,65
2025-01-18,SKU_9,Electronics,47.96,0,0,81
2025-01-19,SKU_9,Electronics,92.68,0,0,77
2025-01-20,SKU_9,Electronics,30.13,0,0,80
2025-01-21,SKU_9,Electronics,64.7,0,0,78
2025-01-22,SKU_9,Electronics,81.45,0,0,62
2025-01-23,SKU_9,Electronics,90.2,1,0,80
2025-01-24,SKU_9,Electronics,63.56,0,0,59
2025-01-25,SKU_9,Electronics,93.4,0,0,74
2025-01-26,SKU_9,Electronics,16.25,0,0,106
2025-01-27,SKU_9,Electronics,92.19,0,0,54
2025-01-28,SKU_9,Electronics,64.83,0,0,55
2025-01-29,SKU_9,Electronics,36.69,0,0,73
2025-01-30,SKU_9,Electronics,27.24,0,0,80
2025-01-31,SKU_9,Electronics,35.41,0,0,70
2025-02-01,SKU_9,Electronics,18.2,0,0,94
2025-02-02,SKU_9,Electronics,55.79,0,0,80
2025-02-03,SKU_9,Electronics,66.25,0,0,68
2025-02-04,SKU_9,Electronics,23.24,0,0,68
2025-02-05,SKU_9,Electronics,57.12,0,0,73
2025-02-06,SKU_9,Electronics,42.35,0,0,72
2025-02-07,SKU_9,Electronics,53.44,0,0,68
2025-02-08,SKU_9,Electronics,44.58,0,0,82
2025-02-09,SKU_9,Electronics,49.44,0,0,80
2025-02-10,SKU_9,Electronics,62.74,0,0,61
2025-02-11,SKU_9,Electronics,86.07,0,0,63
2025-02-12,SKU_9,Electronics,87.21,0,0,67
2025-02-13,SKU_9,Electronics,40.5,0,0,74
2025-02-14,SKU_9,Electronics,80.65,0,0,70
2025-02-15,SKU_9,Electronics,46.45,1,0,111
2025-02-16,SKU_9,Electronics,64.26,0,0,75
2025-02-17,SKU_9,Electronics,15.81,0,0,73
2025-02-18,SKU_9,Electronics,48.37,0,0,77
2025-02-19,SKU_9,Electronics,28.55,0,0,85
2025-02-20,SKU_9,Electronics,26.11,0,0,85
2025-02-21,SKU_9,Electronics,38.13,0,0,83
2025-02-22,SKU_9,Electronics,97.21,1,0,83
2025-02-23,SKU_9,Electronics,21.92,0,0,90
2025-02-24,SKU_9,Electronics,83.71,0,0,53
2025-02-25,SKU_9,Electronics,47.79,0,0,72
2025-02-26,SKU_9,Electronics,48.13,0,0,70
2025-02-27,SKU_9,Electronics,11.6,0,0,84
2025-02-28,SKU_9,Electronics,67.66,0,0,67
2025-03-01,SKU_9,Electronics,80.91,0,0,71
2025-03-02,SKU_9,Electronics,91.58,0,0,70
2025-03-03,SKU_9,Electronics,14.04,0,0,87
2025-03-04,SKU_9,Electronics,46.84,0,0,70
2025-03-05,SKU_9,Electronics,19.13,0,0,88
2025-03-06,SKU_9,Electronics,22.57,0,0,81
2025-03-07,SKU_9,Electronics,64.94,0,0,65
2025-03-08,SKU_9,Electronics,71.26,0,0,70
2025-03-09,SKU_9,Electronics,74.09,0,0,68
2025-03-10,SKU_9,Electronics,11.17,0,0,87
2025-03-11,SKU_9,Electronics,80.46,0,0,64
2025-03-12,SKU_9,Electronics,54.77,0,0,75
2025-03-13,SKU_9,Electronics,40.25,0,0,78
2025-03-14,SKU_9,Electronics,50.7,0,0,70
2025-03-15,SKU_9,Electronics,87.43,0,0,75
2025-03-16,SKU_9,Electronics,58.19,0,0,80
2025-03-17,SKU_9,Electronics,17.71,0,0,88
2025-03-18,SKU_9,Electronics,46.39,0,0,76
2025-03-19,SKU_9,Electronics,86.61,1,0,86
2025-03-20,SKU_9,Electronics,96.76,0,0,54
2025-03-21,SKU_9,Electronics,11.49,0,0,92
2025-03-22,SKU_9,Electronics,84.67,0,0,65
2025-03-23,SKU_9,Electronics,91.46,0,0,77
2025-03-24,SKU_9,Electronics,45.83,0,0,72
2025-03-25,SKU_9,Electronics,49.36,1,0,94
2025-03-26,SKU_9,Electronics,54.87,0,0,72
2025-03-27,SKU_9,Electronics,45.05,0,0,79
2025-03-28,SKU_9,Electronics,93.79,0,0,64
2025-03-29,SKU_9,Electronics,22.09,0,0,93
2025-03-30,SKU_9,Electronics,97.42,0,0,73
2025-03-31,SKU_9,Electronics,40.08,0,0,74
2025-04-01,SKU_9,Electronics,14.64,0,0,82
2025-04-02,SKU_9,Electronics,15.71,0,0,82
2025-04-03,SKU_9,Electronics,10.92,0,0,89
2025-04-04,SKU_9,Electronics,43.69,0,0,82
2025-04-05,SKU_9,Electronics,74.83,0,0,74
2025-04-06,SKU_9,Electronics,32.38,0,0,89
2025-04-07,SKU_9,Electronics,76.09,0,0,58
2025-04-08,SKU_9,Electronics,97.0,0,0,60
2025-04-09,SKU_9,Electronics,89.2,0,0,72
2025-04-10,SKU_9,Electronics,16.99,0,0,79
2025-04-11,SKU_9,Electronics,63.46,0,0,73
2025-04-12,SKU_9,Electronics,43.04,0,0,83
2025-04-13,SKU_9,Electronics,46.43,0,0,81
2025-04-14,SKU_9,Electronics,34.75,0,0,65
2025-04-15,SKU_9,Electronics,55.81,0,0,76
2025-04-16,SKU_9,Electronics,39.9,0,0,73
2025-04-17,SKU_9,Electronics,86.06,1,0,80
2025-04-18,SKU_9,Electronics,98.27,0,0,54
2025-04-19,SKU_9,Electronics,89.35,0,0,67
2025-04-20,SKU_9,Electronics,78.12,1,0,91
2025-04-21,SKU_9,Electronics,79.73,1,0,97
2025-04-22,SKU_9,Electronics,59.65,1,0,83
2025-04-23,SKU_9,Electronics,49.21,0,0,69
2025-04-24,SKU_9,Electronics,19.84,0,0,82
2025-04-25,SKU_9,Electronics,82.42,0,0,70
2025-04-26,SKU_9,Electronics,96.19,0,0,69
2025-04-27,SKU_9,Electronics,13.44,0,0,96
2025-04-28,SKU_9,Electronics,98.63,0,0,61
2025-04-29,SKU_9,Electronics,95.6,0,0,43
2025-04-30,SKU_9,Electronics,40.14,0,0,79
2025-05-01,SKU_9,Electronics,50.73,0,0,75
2025-05-02,SKU_9,Electronics,78.73,0,0,63
2025-05-03,SKU_9,Electronics,67.96,1,0,101
2025-05-04,SKU_9,Electronics,90.58,0,0,65
2025-05-05,SKU_9,Electronics,36.3,0,0,78
2025-05-06,SKU_9,Electronics,61.91,0,0,78
2025-05-07,SKU_9,Electronics,85.84,1,0,79
2025-05-08,SKU_9,Electronics,52.27,0,0,79
2025-05-09,SKU_9,Electronics,42.42,0,0,78
2025-05-10,SKU_9,Electronics,23.04,0,0,97
2025-05-11,SKU_9,Electronics,65.47,0,0,88
2025-05-12,SKU_9,Electronics,90.47,1,0,84
2025-05-13,SKU_9,Electronics,25.22,0,0,85
2025-05-14,SKU_9,Electronics,55.19,0,0,77
2025-05-15,SKU_9,Electronics,29.69,0,0,82
2025-05-16,SKU_9,Electronics,74.88,0,0,73
2025-05-17,SKU_9,Electronics,94.05,0,0,78
2025-05-18,SKU_9,Electronics,57.27,0,0,76
2025-05-19,SKU_9,Electronics,10.29,0,0,87
2025-05-20,SKU_9,Electronics,91.71,0,0,52
2025-05-21,SKU_9,Electronics,53.01,0,0,72
2025-05-22,SKU_9,Electronics,10.25,0,0,92
2025-05-23,SKU_9,Electronics,22.49,0,0,81
2025-05-24,SKU_9,Electronics,52.1,0,0,93
2025-05-25,SKU_9,Electronics,93.26,0,0,83
2025-05-26,SKU_9,Electronics,97.0,0,0,61
2025-05-27,SKU_9,Electronics,63.0,0,0,71
2025-05-28,SKU_9,Electronics,28.78,0,0,80
2025-05-29,SKU_9,Electronics,40.1,0,0,83
2025-05-30,SKU_9,Electronics,13.43,0,0,81
2025-05-31,SKU_9,Electronics,36.71,0,0,89
2025-06-01,SKU_9,Electronics,33.37,0,0,81
2025-06-02,SKU_9,Electronics,13.68,0,0,86
2025-06-03,SKU_9,Electronics,89.4,0,0,50
2025-06-04,SKU_9,Electronics,35.03,0,0,68
2025-06-05,SKU_9,Electronics,25.78,1,0,99
2025-06-06,SKU_9,Electronics,89.26,0,0,73
2025-06-07,SKU_9,Electronics,16.25,0,0,95
2025-06-08,SKU_9,Electronics,11.23,0,0,98
2025-06-09,SKU_9,Electronics,94.58,0,0,60
2025-06-10,SKU_9,Electronics,38.31,0,0,84
2025-06-11,SKU_9,Electronics,89.39,0,0,66
2025-06-12,SKU_9,Electronics,93.0,0,0,63
2025-06-13,SKU_9,Electronics,84.95,0,0,63
2025-06-14,SKU_9,Electronics,25.83,0,0,91
2025-06-15,SKU_9,Electronics,83.28,0,0,76
2025-06-16,SKU_9,Electronics,29.98,0,0,87
2025-06-17,SKU_9,Electronics,59.29,0,0,72
2025-06-18,SKU_9,Electronics,87.45,0,0,59
2025-06-19,SKU_9,Electronics,73.88,0,0,77
2025-06-20,SKU_9,Electronics,76.31,1,0,92
2025-06-21,SKU_9,Electronics,72.07,0,0,76
2025-06-22,SKU_9,Electronics,60.23,0,0,76
2025-06-23,SKU_9,Electronics,92.97,0,0,66
2025-06-24,SKU_9,Electronics,46.46,0,0,80
2025-06-25,SKU_9,Electronics,67.04,0,0,62
2025-06-26,SKU_9,Electronics,11.71,0,0,85
2025-06-27,SKU_9,Electronics,16.78,0,0,81
2025-06-28,SKU_9,Electronics,83.38,0,0,78
2025-06-29,SKU_9,Electronics,76.18,0,0,80
2025-06-30,SKU_9,Electronics,99.37,0,0,57
2025-07-01,SKU_9,Electronics,97.78,0,0,57
2025-07-02,SKU_9,Electronics,81.54,1,0,92
2025-07-03,SKU_9,Electronics,72.61,1,0,104
2025-07-04,SKU_9,Electronics,38.49,1,0,108
2025-07-05,SKU_9,Electronics,95.13,0,0,69
2025-07-06,SKU_9,Electronics,93.38,0,0,78
2025-07-07,SKU_9,Electronics,66.41,0,0,65
2025-07-08,SKU_9,Electronics,97.04,0,0,55
2025-07-09,SKU_9,Electronics,36.46,1,0,108
2025-07-10,SKU_9,Electronics,19.19,0,0,83
2025-07-11,SKU_9,Electronics,92.82,0,0,65
2025-07-12,SKU_9,Electronics,22.7,0,0,94
2025-07-13,SKU_9,Electronics,84.27,0,0,75
2025-07-14,SKU_9,Electronics,70.23,0,0,79
2025-07-15,SKU_9,Electronics,78.64,0,0,66
2025-07-16,SKU_9,Electronics,50.98,0,0,76
2025-07-17,SKU_9,Electronics,50.87,0,0,73
2025-07-18,SKU_9,Electronics,79.53,0,0,74
2025-07-19,SKU_9,Electronics,27.24,0,0,92
2025-07-20,SKU_9,Electronics,95.24,0,0,74
2025-07-21,SKU_9,Electronics,84.3,0,0,60
2025-07-22,SKU_9,Electronics,27.68,0,0,87
2025-07-23,SKU_9,Electronics,21.18,0,0,77
2025-07-24,SKU_9,Electronics,40.69,1,0,104
2025-07-25,SKU_9,Electronics,86.16,0,0,74
2025-07-26,SKU_9,Electronics,45.65,0,0,79
2025-07-27,SKU_9,Electronics,37.81,0,0,92
2025-07-28,SKU_9,Electronics,29.56,0,0,82
2025-07-29,SKU_9,Electronics,78.69,0,0,60
2025-07-30,SKU_9,Electronics,73.63,0,0,70
2025-07-31,SKU_9,Electronics,88.26,1,0,89
2025-08-01,SKU_9,Electronics,44.78,0,0,77
2025-08-02,SKU_9,Electronics,60.21,0,0,80
2025-08-03,SKU_9,Electronics,61.82,0,0,85
2025-08-04,SKU_9,Electronics,86.16,0,0,65
2025-08-05,SKU_9,Electronics,49.43,0,0,67
2025-08-06,SKU_9,Electronics,63.87,0,0,70
2025-08-07,SKU_9,Electronics,67.28,0,0,64
2025-08-08,SKU_9,Electronics,21.96,0,0,79
2025-08-09,SKU_9,Electronics,13.79,0,0,96
2025-08-10,SKU_9,Electronics,32.09,0,0,91
2025-08-11,SKU_9,Electronics,15.5,0,0,90
2025-08-12,SKU_9,Electronics,37.49,0,0,79
2025-08-13,SKU_9,Electronics,39.67,1,0,103
2025-08-14,SKU_9,Electronics,70.41,0,0,75
2025-08-15,SKU_9,Electronics,28.0,0,0,87
2025-08-16,SKU_9,Electronics,80.43,0,0,76
2025-08-17,SKU_9,Electronics,53.04,0,0,92
2025-08-18,SKU_9,Electronics,47.67,0,0,82
2025-08-19,SKU_9,Electronics,15.94,0,0,88
2025-08-20,SKU_9,Electronics,24.56,0,0,79
2025-08-21,SKU_9,Electronics,92.14,0,0,62
2025-08-22,SKU_9,Electronics,35.36,0,0,75
2025-08-23,SKU_9,Electronics,47.0,0,0,87
2025-08-24,SKU_9,Electronics,84.92,0,0,68
2025-08-25,SKU_9,Electronics,40.47,0,0,76
2025-08-26,SKU_9,Electronics,95.35,0,0,66
2025-08-27,SKU_9,Electronics,49.63,0,0,83
2025-08-28,SKU_9,Electronics,97.5,0,0,67
2025-08-29,SKU_9,Electronics,24.79,0,0,93
2025-08-30,SKU_9,Electronics,45.42,0,0,94
2025-08-31,SKU_9,Electronics,97.69,0,0,77
2025-09-01,SKU_9,Electronics,71.77,1,0,89
2025-09-02,SKU_9,Electronics,30.14,0,0,94
2025-09-03,SKU_9,Electronics,99.71,0,0,68
2025-09-04,SKU_9,Electronics,15.87,0,0,87
2025-09-05,SKU_9,Electronics,66.02,0,0,70
2025-09-06,SKU_9,Electronics,51.16,0,0,88
2025-09-07,SKU_9,Electronics,95.01,0,0,71
2025-09-08,SKU_9,Electronics,21.15,0,0,81
2025-09-09,SKU_9,Electronics,23.87,0,0,92
2025-09-10,SKU_9,Electronics,15.75,0,0,82
2025-09-11,SKU_9,Electronics,55.74,0,0,69
2025-09-12,SKU_9,Electronics,37.09,0,0,79
2025-09-13,SKU_9,Electronics,52.58,0,0,88
2025-09-14,SKU_9,Electronics,82.78,0,0,78
2025-09-15,SKU_9,Electronics,75.04,0,0,68
2025-09-16,SKU_9,Electronics,11.95,0,0,93
2025-09-17,SKU_9,Electronics,29.19,0,0,84
2025-09-18,SKU_9,Electronics,72.96,0,0,66
2025-09-19,SKU_9,Electronics,46.75,0,0,80
2025-09-20,SKU_9,Electronics,73.54,0,0,82
2025-09-21,SKU_9,Electronics,71.43,0,0,86
2025-09-22,SKU_9,Electronics,91.5,1,0,87
2025-09-23,SKU_9,Electronics,86.6,0,0,69
2025-09-24,SKU_9,Electronics,32.55,0,0,82
2025-09-25,SKU_9,Electronics,19.88,0,0,89
2025-09-26,SKU_9,Electronics,49.39,0,0,78
2025-09-27,SKU_9,Electronics,75.29,0,0,77
2025-09-28,SKU_9,Electronics,72.08,0,0,86
2025-09-29,SKU_9,Electronics,11.01,0,0,87
2025-09-30,SKU_9,Electronics,54.9,0,0,73
2025-10-01,SKU_9,Electronics,81.0,0,0,65
2025-10-02,SKU_9,Electronics,21.45,0,0,77
2025-10-03,SKU_9,Electronics,42.39,0,0,80
2025-10-04,SKU_9,Electronics,56.0,0,0,88
2025-10-05,SKU_9,Electronics,45.48,0,0,87
2025-10-06,SKU_9,Electronics,17.91,0,0,86
2025-10-07,SKU_9,Electronics,67.04,0,0,88
2025-10-08,SKU_9,Electronics,68.67,0,0,72
2025-10-09,SKU_9,Electronics,28.68,0,0,81
2025-10-10,SKU_9,Electronics,34.86,0,0,86
2025-10-11,SKU_9,Electronics,36.61,0,0,99
2025-10-12,SKU_9,Electronics,76.93,1,0,100
2025-10-13,SKU_9,Electronics,96.11,0,0,62
2025-10-14,SKU_9,Electronics,39.69,0,0,83
2025-10-15,SKU_9,Electronics,39.72,0,0,78
2025-10-16,SKU_9,Electronics,49.04,0,0,78
2025-10-17,SKU_9,Electronics,83.74,0,0,54
2025-10-18,SKU_9,Electronics,19.1,0,0,95
2025-10-19,SKU_9,Electronics,95.31,0,0,75
2025-10-20,SKU_9,Electronics,59.72,0,0,82
2025-10-21,SKU_9,Electronics,30.89,0,0,91
2025-10-22,SKU_9,Electronics,78.36,0,0,64
2025-10-23,SKU_9,Electronics,42.28,0,0,78
2025-10-24,SKU_9,Electronics,72.82,1,0,98
2025-10-25,SKU_9,Electronics,56.08,1,0,111
2025-10-26,SKU_9,Electronics,46.39,1,0,110
2025-10-27,SKU_9,Electronics,55.1,0,0,72
2025-10-28,SKU_9,Electronics,71.75,0,0,64
2025-10-29,SKU_9,Electronics,59.7,0,0,75
2025-10-30,SKU_9,Electronics,37.22,0,0,87
2025-10-31,SKU_9,Electronics,85.46,1,0,94
2025-11-01,SKU_9,Electronics,27.41,0,0,117
2025-11-02,SKU_9,Electronics,33.04,0,0,114
2025-11-03,SKU_9,Electronics,76.3,0,0,86
2025-11-04,SKU_9,Electronics,60.19,0,0,94
2025-11-05,SKU_9,Electronics,40.96,0,0,98
2025-11-06,SKU_9,Electronics,59.32,0,0,86
2025-11-07,SKU_9,Electronics,70.7,0,0,93
2025-11-08,SKU_9,Electronics,16.14,0,0,109
2025-11-09,SKU_9,Electronics,60.06,0,0,99
2025-11-10,SKU_9,Electronics,68.16,0,0,95
2025-11-11,SKU_9,Electronics,25.21,1,0,129
2025-11-12,SKU_9,Electronics,59.67,0,0,96
2025-11-13,SKU_9,Electronics,86.01,0,0,87
2025-11-14,SKU_9,Electronics,76.91,0,0,89
2025-11-15,SKU_9,Electronics,84.84,0,0,99
2025-11-16,SKU_9,Electronics,66.74,0,0,105
2025-11-17,SKU_9,Electronics,86.32,0,0,88
2025-11-18,SKU_9,Electronics,18.49,0,0,116
2025-11-19,SKU_9,Electronics,36.21,0,0,103
2025-11-20,SKU_9,Electronics,91.08,0,0,86
2025-11-21,SKU_9,Electronics,75.95,0,0,97
2025-11-22,SKU_9,Electronics,53.65,0,0,108
2025-11-23,SKU_9,Electronics,24.42,0,0,112
2025-11-24,SKU_9,Electronics,60.25,0,0,100
2025-11-25,SKU_9,Electronics,92.83,0,0,85
2025-11-26,SKU_9,Electronics,39.3,0,0,107
2025-11-27,SKU_9,Electronics,59.01,0,0,92
2025-11-28,SKU_9,Electronics,52.79,0,0,102
2025-11-29,SKU_9,Electronics,73.12,0,0,98
2025-11-30,SKU_9,Electronics,91.42,0,0,114
2025-12-01,SKU_9,Electronics,88.28,0,0,91
2025-12-02,SKU_9,Electronics,19.38,0,0,106
2025-12-03,SKU_9,Electronics,71.4,0,0,99
2025-12-04,SKU_9,Electronics,74.82,0,0,97
2025-12-05,SKU_9,Electronics,78.96,0,0,82
2025-12-06,SKU_9,Electronics,11.64,1,0,147
2025-12-07,SKU_9,Electronics,75.6,0,0,99
2025-12-08,SKU_9,Electronics,68.38,0,0,93
2025-12-09,SKU_9,Electronics,59.67,1,0,111
2025-12-10,SKU_9,Electronics,11.89,0,0,110
2025-12-11,SKU_9,Electronics,50.42,0,0,101
2025-12-12,SKU_9,Electronics,65.62,1,0,120
2025-12-13,SKU_9,Electronics,76.68,0,0,102
2025-12-14,SKU_9,Electronics,75.33,0,0,97
2025-12-15,SKU_9,Electronics,76.43,1,0,110
2025-12-16,SKU_9,Electronics,26.16,1,0,135
2025-12-17,SKU_9,Electronics,38.14,1,0,128
2025-12-18,SKU_9,Electronics,84.89,0,0,87
2025-12-19,SKU_9,Electronics,89.62,0,0,92
2025-12-20,SKU_9,Electronics,15.35,0,0,125
2025-12-21,SKU_9,Electronics,25.38,0,0,123
2025-12-22,SKU_9,Electronics,27.88,0,0,97
2025-12-23,SKU_9,Electronics,21.09,0,0,108
2025-12-24,SKU_9,Electronics,64.22,0,0,90
2025-12-25,SKU_9,Electronics,14.31,0,1,147
2025-12-26,SKU_9,Electronics,25.85,0,0,112
2025-12-27,SKU_9,Electronics,19.95,1,0,144
2025-12-28,SKU_9,Electronics,51.8,0,0,114
2025-12-29,SKU_9,Electronics,75.36,0,0,97
2025-12-30,SKU_9,Electronics,91.89,0,0,86
2025-12-31,SKU_9,Electronics,73.74,0,0,93
2024-01-01,SKU_10,Beauty,97.41,0,1,61
2024-01-02,SKU_10,Beauty,31.67,1,0,55
2024-01-03,SKU_10,Beauty,95.17,0,0,19
2024-01-04,SKU_10,Beauty,70.59,0,0,29
2024-01-05,SKU_10,Beauty,37.02,0,0,25
2024-01-06,SKU_10,Beauty,19.25,0,0,52
2024-01-07,SKU_10,Beauty,49.08,0,0,39
2024-01-08,SKU_10,Beauty,80.11,0,0,25
2024-01-09,SKU_10,Beauty,81.25,0,0,19
2024-01-10,SKU_10,Beauty,83.38,0,0,15
2024-01-11,SKU_10,Beauty,62.02,0,0,27
2024-01-12,SKU_10,Beauty,35.52,0,0,34
2024-01-13,SKU_10,Beauty,58.09,0,0,42
2024-01-14,SKU_10,Beauty,72.55,0,0,26
2024-01-15,SKU_10,Beauty,93.2,0,0,8
2024-01-16,SKU_10,Beauty,45.14,0,0,32
2024-01-17,SKU_10,Beauty,10.78,0,0,31
2024-01-18,SKU_10,Beauty,36.51,0,0,33
2024-01-19,SKU_10,Beauty,78.28,0,0,17
2024-01-20,SKU_10,Beauty,36.74,0,0,49
2024-01-21,SKU_10,Beauty,48.22,0,0,42
2024-01-22,SKU_10,Beauty,65.77,0,0,26
2024-01-23,SKU_10,Beauty,66.08,0,0,25
2024-01-24,SKU_10,Beauty,28.9,0,0,39
2024-01-25,SKU_10,Beauty,96.62,0,0,17
2024-01-26,SKU_10,Beauty,45.22,0,0,33
2024-01-27,SKU_10,Beauty,49.8,0,0,34
2024-01-28,SKU_10,Beauty,66.07,0,0,25
2024-01-29,SKU_10,Beauty,70.09,0,0,29
2024-01-30,SKU_10,Beauty,38.79,0,0,32
2024-01-31,SKU_10,Beauty,42.3,0,0,33
2024-02-01,SKU_10,Beauty,35.25,0,0,34
2024-02-02,SKU_10,Beauty,29.58,0,0,42
2024-02-03,SKU_10,Beauty,92.28,0,0,22
2024-02-04,SKU_10,Beauty,34.01,0,0,40
2024-02-05,SKU_10,Beauty,84.94,0,0,23
2024-02-06,SKU_10,Beauty,35.97,0,0,26
2024-02-07,SKU_10,Beauty,25.12,0,0,33
2024-02-08,SKU_10,Beauty,25.99,0,0,38
2024-02-09,SKU_10,Beauty,84.13,1,0,40
2024-02-10,SKU_10,Beauty,79.04,0,0,21
2024-02-11,SKU_10,Beauty,77.97,0,0,27
2024-02-12,SKU_10,Beauty,14.57,0,0,39
2024-02-13,SKU_10,Beauty,78.52,0,0,21
2024-02-14,SKU_10,Beauty,75.24,0,0,14
2024-02-15,SKU_10,Beauty,12.96,0,0,39
2024-02-16,SKU_10,Beauty,89.3,1,0,34
2024-02-17,SKU_10,Beauty,75.09,0,0,30
2024-02-18,SKU_10,Beauty,64.5,0,0,44
2024-02-19,SKU_10,Beauty,35.99,1,0,55
2024-02-20,SKU_10,Beauty,97.78,0,0,19
2024-02-21,SKU_10,Beauty,38.42,0,0,31
2024-02-22,SKU_10,Beauty,74.66,0,0,23
2024-02-23,SKU_10,Beauty,52.27,0,0,25
2024-02-24,SKU_10,Beauty,49.69,0,0,48
2024-02-25,SKU_10,Beauty,87.1,1,0,52
2024-02-26,SKU_10,Beauty,76.71,0,0,21
2024-02-27,SKU_10,Beauty,52.9,0,0,29
2024-02-28,SKU_10,Beauty,66.47,0,0,25
2024-02-29,SKU_10,Beauty,27.93,0,0,36
2024-03-01,SKU_10,Beauty,58.94,0,0,28
2024-03-02,SKU_10,Beauty,80.33,0,0,31
2024-03-03,SKU_10,Beauty,52.8,0,0,38
2024-03-04,SKU_10,Beauty,27.66,0,0,43
2024-03-05,SKU_10,Beauty,67.05,0,0,16
2024-03-06,SKU_10,Beauty,40.71,0,0,36
2024-03-07,SKU_10,Beauty,58.55,0,0,30
2024-03-08,SKU_10,Beauty,47.93,0,0,34
2024-03-09,SKU_10,Beauty,91.99,0,0,22
2024-03-10,SKU_10,Beauty,88.34,0,0,33
2024-03-11,SKU_10,Beauty,79.01,0,0,18
2024-03-12,SKU_10,Beauty,52.3,0,0,34
2024-03-13,SKU_10,Beauty,32.95,0,0,44
2024-03-14,SKU_10,Beauty,84.73,0,0,16
2024-03-15,SKU_10,Beauty,84.53,0,0,25
2024-03-16,SKU_10,Beauty,10.52,0,0,49
2024-03-17,SKU_10,Beauty,43.43,0,0,47
2024-03-18,SKU_10,Beauty,68.21,0,0,26
2024-03-19,SKU_10,Beauty,52.87,0,0,16
2024-03-20,SKU_10,Beauty,11.16,0,0,46
2024-03-21,SKU_10,Beauty,37.94,0,0,36
2024-03-22,SKU_10,Beauty,31.07,0,0,44
2024-03-23,SKU_10,Beauty,14.63,0,0,47
